akiec,bcc,bkl,df,mel,nv,vasc,dx
0.07413901,0.28287855,0.6358412,0.001036313,0.00054045,0.005459604,0.000104845,scc
1.37E-05,0.000176534,0.010332529,0.003261766,0.000462497,0.9857488,4.27E-06,nv
2.48E-09,8.90E-07,1.89E-07,1.76E-08,1.62E-05,1.65E-05,0.99996614,vasc
0.000519864,0.9835074,0.014478263,0.000184284,2.33E-05,0.001262512,2.44E-05,bcc
9.63E-08,1.89E-06,1.92E-05,0.000578552,0.04726982,0.9521283,2.18E-06,nv
2.38E-05,0.000353278,0.001482759,0.000191952,0.12384466,0.87406874,3.49E-05,mel
1.21E-05,2.58E-05,0.4365282,4.86E-05,0.005194846,0.55810905,8.15E-05,nv
0.003163457,0.005439048,0.9905957,6.95E-05,0.000235605,0.000489277,7.39E-06,bkl
0.000815346,0.005598325,0.03889261,0.001115829,0.064266235,0.88911235,0.000199277,nv
6.08E-05,0.000679321,0.030537013,0.002822679,0.013606513,0.9513243,0.000969406,nv
0.003940664,0.16894029,0.024333328,0.08109158,0.000804501,0.72062165,0.000268022,nv
0.000220773,0.000105356,0.9960055,0.000134485,5.23E-05,0.003477895,3.70E-06,bkl
0.9561146,0.000393308,0.04146915,0.000167301,0.000141468,0.001713642,6.61E-07,scc
1.17E-06,0.000555001,0.000180635,0.000138606,0.000595036,0.99851125,1.83E-05,nv
1.62E-05,0.003297498,0.013804641,0.000277825,0.001611983,0.98098814,3.67E-06,nv
3.51E-05,7.21E-05,0.008197308,0.000100318,0.00182583,0.98976773,1.70E-06,nv
0.000313695,0.5569921,0.003073552,0.001011134,0.006110017,0.4324444,5.51E-05,nv
3.94E-06,8.76E-05,0.002280261,0.000151694,0.010466591,0.98700714,2.73E-06,nv
0.00061586,8.13E-05,0.9952246,7.18E-05,0.000511626,0.003493357,1.55E-06,bkl
6.06E-06,0.000301476,0.040796228,0.000163727,0.000944035,0.95778275,5.79E-06,nv
0.000553098,0.012912812,0.97765017,0.00011331,0.007205702,0.001563917,1.01E-06,bkl
0.000161263,9.04E-05,0.004510665,0.000262746,0.010548363,0.9844222,4.28E-06,nv
0.000544489,0.000677248,0.75869936,0.000240137,0.014797658,0.22501107,3.01E-05,nv
0.02531577,0.023432184,0.23248631,0.07708809,0.001052918,0.6025764,0.03804837,nv
5.76E-06,0.001598041,0.001133668,0.000179229,0.0027596,0.9943177,5.99E-06,nv
1.83E-05,9.45E-05,0.1109714,0.002871397,0.000916124,0.8851231,5.17E-06,nv
0.00019519,0.000111053,0.99501747,4.65E-06,0.004082675,0.00058881,1.94E-07,bkl
0.003467544,0.006557074,0.26068974,0.002031617,0.03471764,0.692434,0.000102392,nv
0.000142565,6.05E-05,0.028686555,0.00019604,0.006201545,0.9647008,1.20E-05,nv
0.000801441,0.000634118,0.7046339,0.002257897,0.001310687,0.29031548,4.64E-05,nv
1.19E-05,0.001949064,0.002416733,0.006205635,8.20E-05,0.9885699,0.000764633,nv
0.8363708,0.053183865,0.109748766,0.000123795,0.000193323,0.000377545,1.88E-06,scc
8.79E-05,6.37E-05,0.9606333,8.62E-07,0.037643846,0.001570114,2.03E-07,bkl
0.005085698,0.4578971,0.08393472,0.00218495,0.04649805,0.4042959,0.000103595,nv
0.000124109,0.00013593,0.93421125,0.000119888,0.003406468,0.061996184,6.23E-06,nv
9.83E-07,0.000392563,0.000999991,0.000431637,0.001411294,0.99675167,1.18E-05,nv
2.27E-05,0.000189992,0.05787304,7.26E-05,0.0583887,0.8834321,2.09E-05,nv
1.65E-07,4.12E-06,3.01E-05,3.69E-06,0.01057447,0.9893841,3.34E-06,nv
1.38E-07,6.94E-06,2.97E-05,1.39E-05,0.002073326,0.9978728,3.25E-06,nv
0.96780384,0.000693411,0.031206248,2.56E-05,1.95E-05,0.000251323,1.97E-07,scc
2.16E-06,2.72E-05,0.07366414,2.80E-06,0.011468698,0.91481924,1.57E-05,nv
5.05E-07,2.98E-05,0.000127312,0.000134951,0.000453854,0.9992531,4.35E-07,nv
8.81E-05,0.001064744,0.00999442,0.000872532,0.020644575,0.96732986,5.79E-06,nv
0.000500879,0.93349963,0.025024505,0.000642128,0.001936352,0.038330738,6.58E-05,bcc
1.55E-05,0.103217885,0.008945479,0.001632626,0.88457817,0.001565986,4.43E-05,mel
7.26E-05,0.000167386,0.15525246,0.00247869,0.001857279,0.84016675,4.94E-06,nv
3.81E-05,0.002151219,0.034870554,0.00326411,0.11703063,0.84255284,9.26E-05,nv
0.000114032,0.003245874,0.4850947,0.000773564,0.001155884,0.5095509,6.50E-05,bkl
9.23E-08,3.30E-05,8.73E-05,2.37E-05,0.004834207,0.9950206,1.01E-06,nv
0.7024725,0.115897484,0.16345015,0.000614234,0.00536439,0.012152676,4.86E-05,akiec
0.000592103,0.000327572,0.013749455,0.004547219,0.001412683,0.9793498,2.12E-05,nv
1.21E-05,0.002695404,0.11811112,0.00141759,0.011086718,0.8666726,4.49E-06,nv
0.000356464,9.72E-05,0.93592775,0.003996118,0.005656747,0.0539354,3.04E-05,nv
0.000534498,0.006100177,0.09682916,0.000343505,0.001852584,0.8943264,1.37E-05,nv
4.96E-07,3.87E-07,5.95E-06,0.9999465,2.60E-06,4.37E-05,3.12E-07,df
4.71E-05,3.91E-06,0.9993231,1.76E-07,0.000219456,0.00040621,1.69E-07,bkl
3.88E-06,0.000136674,0.004816464,0.000219842,0.003381316,0.9914415,4.65E-07,nv
8.13E-05,5.98E-05,0.995133,6.78E-06,0.000106806,0.004612029,1.97E-07,bkl
0.000160631,0.00060452,0.035030127,0.012757131,0.0474329,0.90397227,4.24E-05,nv
6.65E-05,5.24E-05,0.9988225,4.44E-05,0.00010767,0.000905062,1.38E-06,bkl
0.000138349,0.000357801,0.45505622,0.002983183,0.00186811,0.5395821,1.42E-05,nv
1.75E-06,1.55E-05,3.09E-05,1.24E-05,0.008256739,0.99167365,9.07E-06,nv
4.03E-05,0.000131535,0.003097147,2.16E-05,0.001507721,0.99514884,5.29E-05,nv
3.40E-05,0.012468426,0.024969393,0.000238476,0.021343525,0.9409091,3.72E-05,nv
7.31E-06,0.99926597,0.000548915,1.45E-06,2.29E-05,0.000153203,2.97E-07,bcc
5.29E-05,0.000746142,0.01329121,0.003410644,0.021378629,0.95744777,0.003672702,nv
3.47E-07,0.000314304,4.63E-05,0.000129192,0.000427739,0.99908113,9.56E-07,nv
2.40E-05,0.001192987,0.01329035,1.24E-05,0.012473769,0.97300285,3.58E-06,nv
2.17E-09,1.02E-08,0.9999869,3.62E-08,3.00E-07,1.28E-05,2.54E-10,bkl
0.000558267,4.24E-06,0.9772071,7.49E-06,0.000602213,0.021617826,2.83E-06,bkl
0.001700632,0.000117215,0.997086,1.63E-05,3.10E-05,0.001047993,9.01E-07,bkl
0.001398816,0.000593922,0.27503768,0.003922578,0.01424155,0.7047414,6.40E-05,nv
2.96E-05,8.05E-05,0.7368231,1.81E-05,0.2579837,0.005064352,5.84E-07,mel
3.98E-07,4.32E-06,0.9908592,1.40E-06,0.00048034,0.00865153,2.82E-06,bkl
1.76E-05,0.000788564,0.002485336,0.000270079,0.002328165,0.9940924,1.79E-05,nv
3.27E-07,8.70E-06,0.019174032,2.01E-06,0.012486684,0.96832776,5.98E-07,mel
2.02E-05,0.002585161,0.00882396,0.001179698,0.000874706,0.98650694,9.35E-06,nv
9.02E-05,0.00161178,0.04150279,2.07E-05,0.06985058,0.88682145,0.000102539,nv
5.65E-06,5.32E-05,0.003590615,0.000582007,0.00145475,0.99431074,2.99E-06,nv
8.92E-05,0.000834557,0.121007465,0.002768863,0.020894986,0.85440236,2.53E-06,nv
2.16E-05,0.000225489,0.00013911,0.14880946,4.58E-05,0.8507529,5.57E-06,nv
0.001919503,0.12809122,0.194262,0.003591077,0.023464898,0.6485561,0.000115209,nv
5.48E-05,0.002743868,0.085608944,0.00045976,0.00302494,0.9080952,1.25E-05,nv
0.001674432,0.00089082,0.80381817,8.58E-05,0.06518129,0.12824447,0.000105043,nv
0.03015913,0.024471402,0.3804851,0.3373923,0.004473602,0.22256964,0.000448841,nv
6.65E-06,0.000191792,0.00069326,0.000127835,0.001381151,0.99759525,4.06E-06,nv
2.36E-05,0.007723548,0.005888525,0.000248254,0.004192178,0.98191756,6.26E-06,nv
0.000114881,0.029109133,0.33184734,0.00049208,0.028988902,0.60942584,2.18E-05,nv
7.14E-06,0.000526621,0.09522367,0.002618584,0.014875841,0.8867438,4.31E-06,nv
2.50E-05,3.69E-05,0.005318189,0.000777164,0.000801459,0.99303246,8.74E-06,nv
0.005515986,0.37197006,0.34036314,0.001877709,0.089143306,0.19104418,8.56E-05,mel
0.0022635,0.004075275,0.18463655,0.02652787,0.008271291,0.7741409,8.45E-05,nv
0.23579152,0.002675067,0.59284246,0.00316666,0.045638192,0.119855724,3.04E-05,scc
1.10E-05,0.000196787,0.004644536,3.31E-06,0.005358842,0.9897843,1.28E-06,nv
0.000775208,0.00029789,0.002896405,0.000202512,0.9408467,0.054945607,3.56E-05,mel
0.004214001,0.001994455,0.5947043,0.000116166,0.38838327,0.010578688,9.14E-06,mel
3.01E-05,0.000419661,0.0636167,0.003423317,0.08875202,0.84370434,5.38E-05,nv
1.16E-05,2.65E-05,0.13136862,0.000204952,0.002109937,0.86627424,4.12E-06,nv
5.10E-06,0.99524224,0.001791403,2.15E-06,0.000218627,0.002738096,2.34E-06,bcc
1.76E-05,9.72E-05,0.005366268,0.000136532,0.001225991,0.9931443,1.22E-05,nv
0.00151293,0.001507158,0.9734212,2.05E-05,0.000894861,0.022636827,6.50E-06,bkl
8.98E-06,0.000109723,0.000150382,0.000118121,0.000852306,0.998752,8.46E-06,nv
0.005073891,0.02387303,0.016168877,0.000271648,0.014347041,0.94021356,5.19E-05,nv
0.000112182,0.002194691,0.024606153,0.00074561,0.010389183,0.96194714,5.08E-06,nv
2.26E-05,0.003182285,0.11557694,0.000516323,0.001997097,0.8786968,8.07E-06,nv
3.52E-06,6.06E-06,9.82E-05,1.69E-05,0.008681062,0.99119383,4.64E-07,nv
4.99E-07,2.10E-05,1.89E-05,1.04E-06,8.48E-05,0.000188085,0.99968565,vasc
1.94E-05,5.63E-05,0.003581167,6.93E-06,0.000124707,0.9962088,2.78E-06,nv
0.99193466,0.001805582,0.005365885,6.38E-05,3.47E-05,0.00079507,3.47E-07,akiec
0.004811327,0.09921963,0.5481399,0.006124397,0.008512924,0.33313248,5.93E-05,nv
1.81E-05,0.000536218,0.02935936,0.000496431,0.007080969,0.9625022,6.74E-06,nv
0.000633273,0.001056135,0.84064615,0.062294684,0.001184853,0.093961716,0.000223141,nv
1.70E-07,1.60E-05,0.99845827,2.16E-06,2.49E-05,0.001498009,5.95E-07,bkl
0.000102589,0.001188994,0.75640124,0.000578993,0.009166331,0.23255011,1.17E-05,nv
4.45E-05,0.9935336,9.71E-05,1.92E-05,0.000324742,0.005966644,1.41E-05,bcc
0.001084932,1.87E-06,0.99870634,3.07E-06,7.81E-06,0.000192221,3.86E-06,bkl
3.34E-06,0.000103945,0.000102938,7.80E-05,0.001380496,0.99832886,2.42E-06,nv
0.000590196,1.83E-05,0.001233649,8.75E-05,0.042585555,0.95547193,1.29E-05,nv
1.06E-05,0.000252332,0.002395384,0.001582762,0.00044834,0.9953069,3.60E-06,nv
0.001365652,0.000476215,0.462103,0.0289364,0.01029002,0.49679476,3.39E-05,nv
0.002364433,0.000182094,0.39339325,0.08064202,0.40452537,0.11880056,9.23E-05,mel
6.60E-05,9.48E-05,0.033368334,0.001288451,0.008712355,0.95644903,2.11E-05,nv
3.92E-05,0.000112427,0.000191344,0.002337878,0.002236072,0.9950689,1.41E-05,nv
1.84E-06,2.03E-05,0.000799662,2.29E-05,0.006181666,0.9929732,4.23E-07,nv
0.001794496,0.000121731,0.24715355,8.63E-05,0.04820252,0.7026216,1.98E-05,nv
6.66E-05,0.000300689,0.5183091,0.006168674,0.003226589,0.4718979,3.04E-05,nv
2.15E-06,0.000241878,0.000205668,8.98E-05,0.001250186,0.9982089,1.45E-06,nv
0.000155505,0.00053939,0.53913915,0.000376752,0.007655991,0.45207953,5.37E-05,nv
2.37E-06,8.48E-05,0.000839763,0.000111493,0.003125436,0.9958347,1.34E-06,nv
1.43E-06,3.06E-05,0.002772675,0.000357704,0.000548924,0.9962657,2.30E-05,nv
3.63E-05,0.005781253,0.050669048,2.61E-05,0.000243327,0.9432396,4.43E-06,nv
3.67E-06,0.001077624,0.000984864,0.003382279,0.1402506,0.8542316,6.95E-05,mel
2.19E-05,1.17E-05,0.001775464,2.84E-05,0.1719927,0.8261608,9.03E-06,mel
2.34E-09,2.91E-07,4.09E-07,3.91E-08,1.28E-05,7.37E-05,0.99991286,vasc
0.024039494,0.001926902,0.25281337,0.000102531,0.000845775,0.72023916,3.28E-05,nv
1.67E-07,4.78E-06,0.99960476,7.51E-05,2.69E-05,0.000287107,1.37E-06,bkl
0.000139677,0.000119452,0.838826,0.00121889,0.000975182,0.15870485,1.60E-05,nv
3.64E-05,0.001843284,0.002850278,0.000292232,0.000887613,0.9940392,5.11E-05,nv
0.004425142,0.001761326,0.31070197,0.4109083,0.018981444,0.25308567,0.000136106,nv
2.85E-06,6.53E-05,0.019630617,0.000355612,0.051331203,0.92861,4.41E-06,nv
2.89E-06,0.000221421,0.002493011,2.39E-05,0.000624807,0.996633,9.82E-07,nv
1.73E-06,0.001925067,0.00026947,0.000221198,0.002384204,0.9951945,3.71E-06,nv
8.23E-05,9.73E-05,0.9074371,1.80E-05,0.000476334,0.09187472,1.44E-05,nv
5.54E-05,0.012912106,0.003835775,0.001831337,0.001605576,0.97974855,1.13E-05,nv
1.85E-05,0.000386536,0.000427575,7.39E-05,0.06495419,0.9340968,4.25E-05,nv
3.03E-05,0.001113324,0.001408418,0.000416635,0.004155069,0.9928718,4.44E-06,nv
0.003119689,0.03992022,0.93537056,0.000241383,0.002800911,0.018534075,1.31E-05,bkl
0.001348459,0.002492042,0.79731035,0.015627092,0.002657216,0.18050958,5.53E-05,bkl
1.14E-07,0.9999628,2.04E-05,3.93E-08,1.33E-05,3.05E-06,2.05E-07,bcc
0.000191962,9.82E-05,0.94887435,3.82E-05,0.002445193,0.048349973,2.19E-06,nv
9.24E-05,0.000345696,0.026701497,0.001189558,0.001962405,0.9697048,3.62E-06,nv
4.52E-05,1.90E-05,0.9978219,1.19E-05,1.30E-05,0.002086355,2.67E-06,bkl
0.011698939,0.90343744,0.08100929,0.000992131,0.000561302,0.002263675,3.73E-05,scc
9.15E-05,3.36E-05,0.5375204,3.48E-05,0.013430664,0.4488813,7.83E-06,mel
0.000224981,0.03496896,0.015329486,0.000464761,0.042674474,0.90621096,0.000126494,nv
0.0004965,0.000129129,0.024072964,0.021791639,0.021504631,0.9309122,0.001092937,nv
2.35E-05,0.006080999,0.079516135,0.000988409,0.005658579,0.9077251,7.30E-06,nv
0.000199438,0.006787059,0.60423213,4.45E-05,0.006498168,0.3822304,8.27E-06,nv
0.000132831,0.000206468,0.07202977,0.002886281,0.021547385,0.903193,4.28E-06,nv
0.003054009,0.000894873,0.36633322,0.010466676,0.004318517,0.61489296,3.98E-05,nv
8.26E-06,3.76E-06,0.00069267,0.000130558,0.000654828,0.9985018,8.13E-06,nv
0.000788442,0.005752767,0.20901716,0.002932592,0.004390145,0.7770529,6.59E-05,nv
1.59E-05,0.004374131,0.00125424,0.001983697,0.000748975,0.9915686,5.44E-05,nv
3.99E-05,0.00015025,0.032603893,0.000712058,0.002306047,0.96417975,8.16E-06,nv
4.00E-07,2.56E-06,0.000344133,0.000263699,0.000106165,0.9992822,7.24E-07,nv
0.000134563,4.78E-05,0.95921427,0.000569073,0.00018641,0.03984346,4.50E-06,bkl
0.000401207,3.64E-05,0.9977087,1.20E-05,0.001137739,0.000703483,6.30E-07,bkl
4.37E-07,0.000214334,5.68E-05,4.45E-05,0.000526574,0.999156,1.58E-06,nv
0.000208687,0.000377827,0.20320804,0.00644678,0.54531914,0.24431981,0.000119682,nv
1.83E-05,0.000108888,0.006504511,0.015796274,0.007853528,0.9697176,8.59E-07,nv
7.94E-06,0.000799953,0.001707592,0.000136971,0.06300037,0.9343388,8.37E-06,mel
6.58E-06,0.000122971,0.018256973,4.77E-05,0.00215977,0.9794031,2.98E-06,nv
0.00049794,7.31E-05,0.73071903,0.000598599,0.001282394,0.26680127,2.76E-05,nv
0.13612297,0.005059611,0.63749623,0.008667439,0.013958116,0.1986341,6.15E-05,nv
9.11E-05,0.15623845,0.001516732,0.000500987,0.000240459,0.83524686,0.006165297,nv
0.000350152,0.000975596,0.22868022,0.00043514,0.045165196,0.72431976,7.39E-05,nv
0.012417209,4.20E-05,0.34166795,4.54E-05,0.001656304,0.6441174,5.38E-05,nv
0.000560831,0.013382668,0.2995911,0.000455967,0.013249184,0.6726781,8.22E-05,nv
2.77E-06,0.001131488,0.001780598,0.000226268,0.001752382,0.9951047,1.87E-06,nv
0.001085939,0.000533389,0.023999535,0.002042006,0.003183622,0.9690712,8.43E-05,nv
1.35E-05,0.000329855,0.6433289,1.98E-05,0.000393095,0.35591155,3.32E-06,nv
0.000210548,0.000201251,0.97577196,5.40E-06,0.022213738,0.001596937,2.15E-07,mel
7.65E-05,0.000115214,0.84283924,0.001280166,0.00873991,0.14694113,7.80E-06,nv
8.51E-07,0.000113171,0.000591316,0.00016941,0.000322583,0.9988018,9.09E-07,nv
0.000340724,0.007742107,0.072754405,0.010134652,0.025611479,0.8828241,0.000592477,nv
1.01E-05,3.74E-06,3.75E-05,0.9994324,5.35E-06,0.000510288,5.93E-07,df
0.002396768,0.020750895,0.029217586,0.003776358,0.026664669,0.91716164,3.20E-05,nv
0.005085776,0.000301826,0.3185769,0.002287616,0.003552654,0.670182,1.32E-05,nv
6.63E-05,7.67E-06,0.9967944,1.45E-05,0.00047416,0.002638008,4.96E-06,bkl
2.95E-06,0.000706573,0.029010532,0.000194024,0.004441631,0.96563727,6.94E-06,nv
1.01E-07,0.992062,3.50E-06,5.31E-07,0.000171006,0.007615635,0.000147247,bcc
0.001827067,0.000265909,0.9366393,0.000226879,0.004276591,0.05675226,1.20E-05,bkl
1.05E-05,0.003702523,0.000299592,5.38E-05,0.026814299,0.969056,6.33E-05,nv
0.000321614,0.00477503,0.1648825,0.000272137,0.67939645,0.14885601,0.001496265,mel
0.000274449,0.98360205,0.006882527,0.000271237,0.000540243,0.008393799,3.57E-05,bcc
5.26E-07,7.31E-05,0.001594948,9.93E-05,0.004459712,0.993772,4.78E-07,nv
0.000138435,7.75E-06,0.9981989,1.25E-05,6.10E-05,0.001580981,4.23E-07,bkl
5.20E-05,7.31E-05,0.0926206,0.003805019,0.012993015,0.8903548,0.000101499,nv
0.000212407,0.000477545,0.013342054,0.000496447,0.015465118,0.9699537,5.27E-05,nv
0.001836682,0.036835313,0.043852173,0.001579082,0.078611374,0.8368828,0.000402555,nv
1.30E-05,1.66E-06,0.99912864,7.37E-07,0.000107057,0.0007488,9.66E-08,bkl
1.17E-05,0.000345911,0.000352105,0.001199338,0.8862458,0.11170237,0.000142849,mel
0.002464881,0.006521653,0.6018827,0.029302245,0.001300603,0.35835364,0.000174253,nv
0.000516897,0.023771564,0.7872962,0.008962222,0.007181978,0.17217869,9.25E-05,nv
6.70E-06,0.000178263,0.018074047,0.000361706,0.000637978,0.9807309,1.04E-05,nv
2.25E-05,2.64E-05,0.002676335,1.34E-05,0.92402864,0.002327977,0.070904724,mel
0.000139512,0.00030574,0.03913015,0.00210071,0.007345206,0.9509756,3.11E-06,nv
0.042615883,0.002020729,0.94421774,7.48E-05,0.001334124,0.00972463,1.20E-05,bkl
0.000408783,0.000114816,0.13222894,0.019992143,0.004164645,0.8430398,5.09E-05,nv
3.17E-05,0.000264331,0.8120478,0.000746267,0.033928342,0.15297684,4.64E-06,nv
0.003653899,0.000967589,0.9762818,2.41E-05,0.000868044,0.018201977,2.61E-06,bkl
0.000406407,0.9992499,0.000175277,1.74E-05,6.08E-05,8.88E-05,1.42E-06,bcc
0.13209778,0.000449957,0.7718193,0.000268859,0.06483629,0.030513717,1.42E-05,mel
7.42E-06,0.020925328,0.002555565,0.000230948,0.003080127,0.973191,9.56E-06,nv
0.000405156,0.002476541,0.017644407,0.000420605,0.007950475,0.9710869,1.60E-05,nv
0.007096619,0.002505475,0.32567382,5.70E-05,0.007730994,0.65674603,0.000190109,nv
8.70E-05,0.000783012,0.010628697,0.001075858,0.005994949,0.981372,5.85E-05,nv
4.95E-05,0.001089787,0.54313165,0.000118868,0.012952115,0.44251963,0.000138421,nv
1.69E-05,0.015656192,0.09846837,7.84E-05,0.017630517,0.868144,5.64E-06,nv
1.38E-05,0.0002335,0.005590686,8.73E-05,0.007459671,0.9866121,3.09E-06,nv
0.5169317,0.00029799,0.47878292,0.000333615,0.000604598,0.003047677,1.52E-06,scc
2.21E-06,8.15E-05,0.0038436,7.97E-05,0.074285366,0.92168987,1.77E-05,nv
7.52E-06,0.015670063,0.000527808,0.000153047,0.000378471,0.9828152,0.000447924,nv
0.000570031,0.005569669,0.009173571,0.001149142,3.16E-05,0.9832255,0.000280487,nv
0.10064087,0.000372475,0.87944555,0.000390168,0.011282809,0.007847256,2.09E-05,mel
2.23E-05,0.000102995,0.3336856,0.000138307,0.008018864,0.65802485,7.11E-06,nv
9.28E-08,9.09E-05,2.66E-05,2.35E-06,0.000393127,0.99948066,6.24E-06,nv
0.001728896,0.000395929,0.8349588,0.000117387,0.12234269,0.040444527,1.18E-05,mel
0.000460482,0.004559928,0.045927867,0.000410226,0.028489988,0.91909516,0.001056335,nv
0.025495484,0.00053977,0.84886295,0.000121433,0.001040114,0.12392679,1.34E-05,bkl
1.01E-06,0.000122625,0.000109441,1.47E-05,0.015598623,0.98415273,9.65E-07,nv
0.000554326,0.13384488,0.026072612,0.000535107,0.044559974,0.79436445,6.86E-05,mel
6.83E-06,0.000535214,0.00010467,0.000472953,0.000167234,0.9987049,8.03E-06,nv
2.43E-06,0.000201868,0.007381347,9.01E-05,0.000808224,0.99151516,8.37E-07,nv
0.007413909,0.6036561,0.33808053,0.001565284,0.013129251,0.035950683,0.000204204,nv
0.008418449,0.007966796,0.8549489,0.000360033,0.120695904,0.007598592,1.14E-05,bkl
5.04E-06,0.000118897,0.000643491,2.87E-05,0.00406832,0.9951107,2.49E-05,nv
1.46E-06,6.74E-05,0.000510924,0.000254105,0.000318917,0.9988464,7.48E-07,nv
0.000141986,0.9975128,0.002183305,8.99E-07,0.000142799,1.78E-05,2.52E-07,bcc
5.67E-05,0.000131943,0.827196,0.000210365,0.010727925,0.161641,3.61E-05,nv
0.000420799,0.009865849,0.19101597,0.3984083,0.3591426,0.04096825,0.000178151,nv
3.65E-05,7.43E-05,0.002681022,0.00041703,0.000986137,0.9957911,1.38E-05,nv
0.004104831,0.01114237,0.6346271,0.009931535,0.08376396,0.24882196,0.007608243,nv
0.002658576,0.006508506,0.3297254,0.001697438,0.003571927,0.6558106,2.75E-05,nv
0.001248244,0.3027925,0.04278059,0.001192003,0.005328895,0.646628,2.97E-05,nv
0.001692108,0.9907437,0.002836594,0.000348921,0.000746618,0.003628085,4.02E-06,bcc
1.58E-05,4.15E-05,0.001665422,0.000133032,0.001013318,0.9971214,9.57E-06,nv
0.000138055,1.07E-05,0.003349876,0.001674582,0.010860727,0.9838912,7.50E-05,nv
1.69E-05,1.07E-05,0.9940919,1.97E-05,0.000170819,0.005688579,1.41E-06,bkl
1.13E-07,6.40E-05,0.000130389,4.59E-05,0.10056541,0.8990887,0.000105528,nv
1.15E-05,0.002010011,0.006063017,0.000132058,0.00042188,0.99136025,1.41E-06,nv
2.73E-06,0.000668342,0.000526643,1.31E-05,0.001540659,0.9972451,3.47E-06,nv
0.000164554,0.00225069,0.010587928,0.000962683,0.00739848,0.9786179,1.77E-05,nv
0.000231081,0.000135707,0.99637455,6.20E-05,0.000466843,0.0027271,2.69E-06,nv
0.005421805,0.000146418,0.13013342,0.000677626,0.60072726,0.26279396,9.95E-05,mel
7.55E-06,0.001334638,0.000781628,7.86E-05,0.010796409,0.9869941,7.09E-06,nv
0.000304321,8.37E-05,0.9989519,1.04E-05,4.93E-05,0.000599686,6.84E-07,bkl
4.46E-06,0.99759585,1.17E-05,5.17E-06,3.96E-05,0.002342113,1.19E-06,bcc
0.10516565,0.001389476,0.87440795,0.001405387,0.000833166,0.016789014,9.36E-06,scc
1.30E-09,4.02E-07,1.59E-07,5.38E-09,3.52E-05,4.78E-05,0.99991655,vasc
3.30E-06,0.0004406,0.00102831,1.06E-05,0.009374431,0.9891355,7.23E-06,nv
1.21E-05,0.0002645,0.00435152,0.000264961,0.002997499,0.9921049,4.64E-06,nv
6.41E-05,0.000566855,0.09314888,0.00015671,0.01962665,0.88642305,1.38E-05,nv
0.000202651,0.000319343,0.17976215,0.001005967,0.022332897,0.79634845,2.85E-05,nv
0.00059246,8.50E-06,0.9985732,2.38E-06,5.68E-05,0.000766394,2.00E-07,bkl
5.70E-05,0.95947504,0.001921435,3.23E-05,0.001767257,0.036690876,5.60E-05,bcc
3.89E-05,0.000210462,0.001190765,0.000629753,0.00145755,0.9962275,0.000245066,nv
1.41E-06,3.31E-05,0.000277369,5.05E-05,0.002545584,0.9970908,1.26E-06,nv
5.43E-05,0.000308375,0.001997099,3.78E-05,0.000839206,0.996752,1.13E-05,nv
5.64E-05,0.002632581,0.008039509,0.000926391,0.006247478,0.98200387,9.38E-05,nv
4.35E-05,0.006909355,0.000872017,0.000400474,0.96292657,0.028720764,0.000127362,mel
4.25E-06,3.29E-05,0.000334544,8.96E-05,0.004454326,0.99508345,1.00E-06,nv
0.001130305,0.000722216,0.14764225,0.000902786,0.001569513,0.84800863,2.44E-05,nv
5.78E-05,0.001200374,0.026030507,0.000617584,0.12531503,0.8467738,4.79E-06,mel
5.36E-06,2.06E-05,0.034410004,6.21E-05,0.09074997,0.874751,8.63E-07,nv
3.39E-07,2.10E-06,9.44E-06,0.9999604,1.46E-05,1.29E-05,2.00E-07,df
3.26E-06,0.000405553,0.004064943,0.000250761,0.002129711,0.9931432,2.46E-06,nv
7.86E-09,9.09E-07,2.34E-06,1.97E-07,4.50E-05,0.000176586,0.9997749,vasc
0.000135032,9.18E-05,0.003116729,7.61E-05,0.003636459,0.99293643,7.46E-06,nv
0.00547322,0.002508991,0.9356841,0.000867983,0.00471452,0.050725725,2.55E-05,nv
6.82E-07,0.000327298,2.43E-05,3.11E-06,0.000237173,0.002823273,0.9965842,vasc
8.17E-07,0.9995977,1.72E-05,5.33E-08,5.66E-05,0.000327092,5.40E-07,bcc
0.00013781,0.9857495,0.004649818,1.58E-05,0.000165181,0.009276382,5.52E-06,bcc
0.00017125,0.000892371,0.006157185,0.000889719,0.000154057,0.9916716,6.37E-05,nv
0.000122319,0.003738364,0.02731924,0.000226626,0.41682452,0.55170304,6.59E-05,mel
0.000375813,9.52E-05,0.6341792,0.000198612,0.012535104,0.35260797,8.20E-06,nv
0.03228925,0.008724555,0.9580004,1.53E-05,0.00034706,0.000621183,2.17E-06,akiec
7.68E-09,3.95E-07,5.15E-07,1.93E-08,6.37E-05,5.74E-05,0.9998779,vasc
0.000486477,0.004151562,0.29903603,0.000932785,0.116917156,0.57826203,0.000213916,nv
7.15E-07,0.001646437,0.000123473,7.07E-05,0.003163602,0.99497765,1.75E-05,nv
4.42E-05,0.000707856,0.037454903,0.001369703,0.003757683,0.9566443,2.13E-05,nv
1.36E-05,0.003143279,0.00285803,0.000442488,0.00699376,0.9865238,2.51E-05,nv
0.000925375,0.028276801,0.004870086,0.00190045,0.2575406,0.7062439,0.000242783,mel
1.09E-08,1.06E-06,1.86E-06,1.39E-07,0.000121061,0.000142224,0.9997336,vasc
0.000731347,0.004311653,0.11288416,0.003829047,0.63455963,0.2402084,0.003475803,nv
